subject,honorific,tense,person,gender,animate,number,verb_root,is_correct
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,ඊය,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,ඊහ,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,ඌහ,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,එති,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,එමි,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,එමු,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,එහි,1
තී,n,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,එහි,1
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,එහු,0
තී,n,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,එහු,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,ඒය,0
තී,n,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,ඕය,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අති,0
තෙපි,n,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අන්නෙහු,1
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අමි,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අමු,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අයි,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහ,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහු,1
තෙපි,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහු,1
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ආය,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ආහ,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඉති,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඊය,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඊහ,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඌහ,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එති,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එමි,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එමු,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
තෙපි,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහු,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඒය,0
තෙපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඕය,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අති,0
තොපි,n,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අන්නෙහු,1
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අමි,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අමු,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අයි,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහ,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහු,1
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ආය,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ආහ,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඉති,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඊය,0
තොපි,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඊහ,1
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඌහ,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එති,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එමි,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එමු,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
තොපි,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහු,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඒය,0
තොපි,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඕය,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,අති,0
තෝ,n,අනාගත,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,අන්නෙහි,1
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,අමි,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,අමු,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,අයි,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,අහ,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,අහු,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ආය,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ආහ,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඉති,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඊය,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඊහ,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඌහ,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,එති,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,එමි,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,එමු,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහි,1
තෝ,n,අතීත,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහි,1
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහු,0
තෝ,n,අතීත,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහු,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඒය,0
තෝ,n,වර්තමාන,මධ්‍යම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඕය,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,අති,0
නුඹ,n,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,අන්නෙහි,1
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,අමි,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,අමු,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,අයි,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,අහ,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,අහු,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ආය,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ආහ,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ඉති,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ඊය,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ඊහ,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ඌහ,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,එති,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,එමි,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,එමු,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,එහි,1
නුඹ,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,එහි,1
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,එහු,0
නුඹ,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,එහු,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ඒය,0
නුඹ,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,ඕය,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අති,0
නුඹලා,n,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අන්නෙහු,1
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අමි,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අමු,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අයි,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහ,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහු,1
නුඹලා,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,අහු,1
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ආය,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ආහ,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඉති,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඊය,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඊහ,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඌහ,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එති,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එමි,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එමු,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
නුඹලා,n,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,එහු,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඒය,0
නුඹලා,n,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,ඕය,0
3rd_person,y,අනාගත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,බහු,අති,1
3rd_person,y,අතීත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,බහු,අහ,1
3rd_person,y,අතීත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,බහු,ඒය,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අති,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අති,0
මම,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අන්නෙමි,1
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අමි,1
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අමි,0
මම,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අමි,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අමු,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අමු,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අයි,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අයි,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අහ,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අහ,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අහු,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,අහු,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ආය,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ආය,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ආහ,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ආහ,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඉති,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඉති,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඊය,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඊය,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඊහ,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඊහ,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඌහ,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඌහ,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එති,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එති,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එමි,1
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එමි,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එමු,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එමු,0
මම,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එමු,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එහි,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එහි,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එහු,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,එහු,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඒය,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඒය,0
මම,n,වර්තමාන,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඕය,0
මම,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,ඒක,ඕය,0
3rd_person,n,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,බහු,අති,1
3rd_person,n,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,බහු,ආය,0
3rd_person,n,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,බහු,ඉති,1
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අති,0
3rd_person,n,අතීත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අති,0
3rd_person,n,අනාගත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අන්නේය,1
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අමි,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අමු,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අයි,1
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අහු,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ආය,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ආහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඉති,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඊය,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඊහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඌහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එති,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එමි,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එමු,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහි,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහු,0
3rd_person,n,අතීත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඒය,1
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඒය,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඕය,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අති,0
3rd_person,n,අතීත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අති,0
3rd_person,n,අනාගත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අන්නේය,1
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අමි,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අමු,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අයි,1
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,අහු,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ආය,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ආහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඉති,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඊය,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඊහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඌහ,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එති,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එමි,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එමු,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහි,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,එහු,0
3rd_person,n,අතීත,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඒය,1
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඒය,0
3rd_person,n,වර්තමාන,ප්‍රථම,පුරුෂ,ප්‍රාණවාචි,ඒක,ඕය,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අති,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අන්නෙමු,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අමි,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අමු,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අයි,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අහ,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අහු,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ආය,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ආහ,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඉති,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඊය,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඊහ,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඌහ,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එති,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එමි,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එමි,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එමු,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එමු,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එහු,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඒය,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඒය,0
අපි,n,අතීත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඕය,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අති,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අන්නෙමු,1
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අමි,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අමු,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අයි,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අහ,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,අහු,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ආය,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ආහ,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඉති,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඊය,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඊහ,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඌහ,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එති,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එමි,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එමු,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එහි,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,එහු,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඒය,0
අපි,n,අනාගත,උත්තම,නොමැත,ප්‍රාණවාචි,බහු,ඕය,0
